SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
2132,1045,Ready to Move,14,Resale,,58333
2133,430,Ready to Move,7,Resale,,9920
2134,404,Ready to Move,3,Resale,,29100
2135,960,Ready to Move,8,Resale,,22727
2136,410,Ready to Move,21,Resale,,16923
2137,,Ready to Move,15,Resale,,6082
2138,650,Ready to Move,43,Resale,,29126
2139,,Ready to Move,7,Resale,,30752
2140,736,Ready to Move,22,Resale,,
2141,700,Ready to Move,7,Resale,,21500
2142,860,Ready to Move,7,Resale,,
2143,388,Ready to Move,8,Resale,,14615
2144,900,Ready to Move,16,Resale,,14729
2145,650,Ready to Move,21,Resale,,20625
2146,730,Ready to Move,16,Resale,,25000
2147,,Ready to Move,7,Resale,,5926
2148,650,Ready to Move,10,Resale,,23302
2149,950,Ready to Move,8,Resale,,23923
2150,1250,Ready to Move,7,Resale,,21875
2151,644,Ready to Move,34,Resale,,
2152,728,Ready to Move,23,Resale,,18495
2153,750,Ready to Move,7,Resale,,7222
2154,845,Ready to Move,8,Resale,,24357
2155,690,Ready to Move,35,Resale,,18842
2156,1241,Ready to Move,48,Resale,,27857
2157,,Ready to Move,60,Resale,,31250
2158,700,Ready to Move,10,Resale,,21053
2159,1300,Ready to Move,8,Resale,,27830
2160,735,Ready to Move,22,Resale,,21909
2161,450,Ready to Move,21,Resale,,10145
2162,424,Ready to Move,22,Resale,,20000
2163,1645,Ready to Move,20,Resale,,
2164,760,Ready to Move,12,Resale,,25000
2165,2100,Ready to Move,34,Resale,,58333
2166,,Ready to Move,4,Resale,,37791
2167,1260,Ready to Move,22,Resale,,17647
2168,747,Ready to Move,3,Resale,,31765
2169,950,Ready to Move,12,Resale,,20435
2170,1140,Ready to Move,7,Resale,,21595
2171,1100,Ready to Move,18,Resale,,24480
2172,418,Ready to Move,4,Resale,,
2173,400,Ready to Move,7,Resale,,11712
2174,425,Ready to Move,3,Resale,,17200
2175,,Ready to Move,23,Resale,,25989
2176,802,Ready to Move,12,Resale,,27789
2177,873,Ready to Move,20,Resale,,19840
2178,700,Ready to Move,14,Resale,,45625
2179,1789,Ready to Move,15,Resale,,33000
2180,1058,Ready to Move,36,New Property,,27200
2181,300,Ready to Move,6,Resale,,22222
2182,698,Ready to Move,16,Resale,,15909
2183,420,Ready to Move,7,Resale,,15385
2184,444,Ready to Move,22,Resale,,
2185,,Ready to Move,14,Resale,,17578
2186,1800,Ready to Move,6,Resale,,30000
2187,600,Ready to Move,7,Resale,,26429
2188,419,Ready to Move,7,Resale,,10370
2189,1250,Ready to Move,72,Resale,,27273
2190,980,Ready to Move,15,Resale,,18788
2191,603,Ready to Move,17,Resale,,20000
2192,,Ready to Move,7,Resale,,12319
2193,800,Ready to Move,13,Resale,,22422
2194,585,Ready to Move,9,Resale,,25000
2195,850,Ready to Move,8,Resale,,27962
2196,430,Ready to Move,7,Resale,,24000
2197,,Ready to Move,5,Resale,,25000
2198,,Ready to Move,9,Resale,,5045
2199,975,Ready to Move,12,Resale,,
2200,1020,Ready to Move,16,Resale,,76923
2201,581,Ready to Move,8,Resale,,
2202,620,Ready to Move,14,Resale,,14286
2203,694,Ready to Move,22,Resale,,21600
2204,1008,Ready to Move,57,Resale,,20000
2205,,Ready to Move,37,New Property,,24286
2206,950,Ready to Move,7,Resale,,17391
2207,,Ready to Move,24,Resale,,6957
2208,589,Ready to Move,9,New Property,,25385
2209,410,Ready to Move,10,Resale,,21186
2210,850,Ready to Move,7,Resale,,18750
2211,1280,Ready to Move,15,Resale,,50000
2212,685,Ready to Move,11,Resale,,17820
2213,461,Under Construction,35,New Property,1995,14170
2214,458,Under Construction,29,New Property,2015,16566
2215,641,Ready to Move,13,New Property,2005,7750
2216,1250,Ready to Move,20,Resale,2013,31212
2217,500,Under Construction,28,New Property,2007,7200
2218,454,Ready to Move,31,Resale,2015,13757
2219,720,Ready to Move,,Resale,2010,17500
2220,,Ready to Move,7,Resale,,5588
2221,,Under Construction,47,Resale,,19314
2222,450,Ready to Move,4,Resale,,2724
2223,667,Ready to Move,26,Resale,,13528
2224,550,Ready to Move,9,Resale,,6457
2225,366,Ready to Move,30,Resale,,16393
2226,272,Ready to Move,13,Resale,,6154
2227,633,Ready to Move,18,Resale,,4221
2228,424,Ready to Move,7,Resale,,9612
2229,415,Ready to Move,7,Resale,,15000
2230,710,Ready to Move,36,Resale,,
2231,550,Ready to Move,13,Resale,,16800
2232,650,Ready to Move,14,Resale,,
2233,683,Ready to Move,7,New Property,,14527
2234,,Ready to Move,7,Resale,,5344
2235,626,Ready to Move,46,Resale,,9585
2236,639,Ready to Move,7,Resale,,4143
2237,300,Ready to Move,4,Resale,,4261
2238,720,Ready to Move,7,Resale,,18617
2239,550,Ready to Move,11,Resale,,7759
2240,520,Ready to Move,18,Resale,,
2241,590,Ready to Move,8,Resale,,6803
2242,560,Ready to Move,7,New Property,,6942
2243,,Ready to Move,3,Resale,,7000
2244,,Ready to Move,17,Resale,,10526
2245,354,Ready to Move,7,Resale,,3854
2246,545,Ready to Move,4,Resale,,4071
2247,789,Ready to Move,30,Resale,,16917
2248,600,Ready to Move,27,Resale,,16923
2249,550,Ready to Move,5,Resale,,7452
2250,927,Ready to Move,27,Resale,,19590
2251,750,Ready to Move,8,Resale,,5312
2252,650,Ready to Move,17,Resale,,5394
2253,,Ready to Move,23,Resale,,7517
2254,811,Ready to Move,32,Resale,,13884
2255,697,Ready to Move,14,Resale,,17532
2256,564,Ready to Move,7,Resale,,3559
2257,450,Ready to Move,4,Resale,,4432
2258,1100,Ready to Move,18,Resale,,11538
2259,392,Ready to Move,14,Resale,,8413
2260,420,Ready to Move,40,Resale,,24468
2261,481,Ready to Move,7,Resale,,3300
2262,,Ready to Move,21,Resale,,18452
2263,305,Ready to Move,7,Resale,,12881
2264,311,Ready to Move,12,Resale,,4844
2265,570,Ready to Move,3,Resale,,14205
2266,,Ready to Move,4,Resale,,4558
2267,600,Ready to Move,20,Resale,,10889
2268,,Ready to Move,3,Resale,,5833
2269,750,Ready to Move,8,Resale,,2947
2270,705,Ready to Move,18,Resale,,16316
2271,,Ready to Move,,Resale,,2952
2272,,Ready to Move,2,Resale,,3111
2273,435,Ready to Move,4,Resale,,7304
2274,850,Ready to Move,7,Resale,,20321
2275,1000,Ready to Move,34,Resale,,9130
2276,465,Ready to Move,17,Resale,,13675
2277,920,Ready to Move,15,Resale,,8000
2278,3,Ready to Move,11,Resale,,19512
2279,395,Ready to Move,4,Resale,,4762
2280,,Ready to Move,4,Resale,,4032
2281,1045,Ready to Move,36,Resale,,17291
2282,1280,Ready to Move,6,Resale,,14333
2283,,Ready to Move,10,Resale,,9333
2284,700,Ready to Move,19,Resale,,6860
2285,,Ready to Move,3,Resale,,6667
2286,450,Ready to Move,8,Resale,,3333
2287,800,Ready to Move,6,Resale,,3878
2288,495,Ready to Move,4,Resale,,9204
2289,790,Ready to Move,30,Resale,,9583
2290,700,Ready to Move,5,Resale,,8000
2291,,Ready to Move,12,Resale,,8454
2292,607,Ready to Move,7,Resale,,8980
2293,316,Ready to Move,12,New Property,,12126
2294,450,Ready to Move,3,Resale,,6130
2295,,Ready to Move,8,Resale,,7833
2296,,Ready to Move,5,Resale,,6250
2297,950,Ready to Move,29,New Property,,12963
2298,500,Ready to Move,7,Resale,,20769
2299,500,Ready to Move,9,Resale,,4868
2300,750,Ready to Move,7,Resale,,7310
2301,280,Ready to Move,4,Resale,,2279
2302,750,Ready to Move,7,New Property,,10983
2303,630,Ready to Move,7,Resale,,8313
2304,450,Ready to Move,35,Resale,,12821
2305,,Ready to Move,5,Resale,,7368
2306,580,Ready to Move,4,Resale,,11667
2307,,Ready to Move,4,Resale,,8000
2308,450,Ready to Move,12,Resale,,9091
2309,425,Ready to Move,7,Resale,,4697
2310,1034,Ready to Move,18,Resale,,20455
2311,315,Ready to Move,7,Resale,,8312
2312,1426,Ready to Move,29,Resale,,
2313,,Ready to Move,4,Resale,,3488
2314,,Ready to Move,4,Resale,,8649
2315,,Ready to Move,16,Resale,,19026
2316,950,Ready to Move,5,Resale,,3585
2317,,Ready to Move,1,Resale,,2620
2318,539,Ready to Move,7,Resale,,3636
2319,,Ready to Move,8,Resale,,15789
2320,,Ready to Move,28,Resale,,12105
2321,917,Ready to Move,23,Resale,,
2322,650,Ready to Move,11,New Property,,8667
2323,375,Under Construction,10,Resale,,2870
2324,,Ready to Move,18,Resale,,6876
2325,550,Ready to Move,8,Resale,,4075
2326,,Ready to Move,3,Resale,,12857
2327,731,Ready to Move,14,Resale,,13942
2328,,Ready to Move,11,Resale,,6667
2329,708,Ready to Move,27,Resale,,14916
2330,,Ready to Move,5,Resale,,4952
2331,686,Ready to Move,7,Resale,,6491
2332,750,Ready to Move,19,Resale,,7225
2333,300,Ready to Move,4,Resale,,2222
2334,566,Ready to Move,28,Resale,,15625
2335,450,Ready to Move,4,Resale,,7455
2336,1530,Under Construction,40,Resale,,
2337,750,Ready to Move,20,Resale,,11111
2338,533,Ready to Move,7,Resale,,10972
2339,967,Ready to Move,18,Resale,,14772
2340,,Ready to Move,12,Resale,,4181
2341,1036,Ready to Move,16,Resale,,13214
2342,655,Ready to Move,17,Resale,,10800
2343,650,Ready to Move,26,Resale,,16154
2344,425,Ready to Move,7,Resale,,5797
2345,450,Ready to Move,7,Resale,,5893
2346,,Ready to Move,4,Resale,,12745
2347,613,Ready to Move,5,Resale,,3589
2348,600,Ready to Move,12,Resale,,3478
2349,787,Ready to Move,30,Resale,,16471
2350,325,Ready to Move,17,Resale,,10385
2351,,Ready to Move,4,Resale,,10230
2352,450,Ready to Move,5,Resale,,5597
2353,495,Ready to Move,23,Resale,,6972
2354,497,Ready to Move,7,Resale,,3676
2355,600,Ready to Move,20,Resale,,9494
2356,,Ready to Move,7,Resale,,4286
2357,1018,Ready to Move,29,New Property,,19615
2358,380,Ready to Move,16,Resale,,8520
2359,580,Ready to Move,8,Resale,,9846
2360,350,Ready to Move,7,Resale,,4989
2361,745,Ready to Move,4,Resale,,12250
2362,1700,Ready to Move,8,Resale,,20895
2363,553,Ready to Move,4,Resale,,2500
2364,420,Ready to Move,5,Resale,,3500
2365,367,Ready to Move,7,Resale,,11504
2366,840,Ready to Move,17,Resale,,12876
2367,,Ready to Move,14,Resale,,10220
2368,700,Ready to Move,27,Resale,,12019
2369,850,Ready to Move,18,Resale,,8247
2370,903,Ready to Move,18,Resale,,6400
2371,522,Ready to Move,12,Resale,,7162
2372,441,Ready to Move,15,Resale,,8254
2373,515,Ready to Move,7,Resale,,12414
2374,390,Ready to Move,3,Resale,,12553
2375,480,Ready to Move,7,Resale,,7402
2376,425,Ready to Move,7,Resale,,3000
2377,,Ready to Move,24,Resale,,16286
2378,,Ready to Move,11,Resale,,12857
2379,800,Ready to Move,8,Resale,,6818
2380,623,Ready to Move,7,Resale,,5487
2381,634,Ready to Move,7,Resale,,6897
2382,379,Ready to Move,7,Resale,,3167
2383,650,Ready to Move,13,Resale,,8345
2384,550,Ready to Move,3,Resale,,
2385,,Ready to Move,33,Resale,,25714
2386,,Ready to Move,7,Resale,,4000
2387,339,Ready to Move,15,New Property,,16324
2388,440,Ready to Move,7,Resale,,10087
2389,460,Ready to Move,8,Resale,,15714
2390,485,Ready to Move,4,Resale,,5470
2391,550,Ready to Move,18,Resale,,8500
2392,320,Ready to Move,4,Resale,,6250
2393,,Ready to Move,12,Resale,,8947
2394,670,Ready to Move,7,Resale,,4167
2395,672,Ready to Move,30,Resale,,18750
2396,281,Ready to Move,24,Resale,,17296
2397,672,Ready to Move,28,Resale,,11156
2398,610,Ready to Move,3,Resale,,4308
2399,450,Ready to Move,5,Resale,,6306
2400,555,Ready to Move,14,Resale,,10539
2401,1200,Ready to Move,27,Resale,,23553
2402,895,Ready to Move,16,Resale,,6029
2403,352,Ready to Move,4,Resale,,3251
2404,,Ready to Move,27,Resale,,21802
2405,450,Ready to Move,20,Resale,,8727
2406,,Ready to Move,7,Resale,,17857
2407,338,Ready to Move,14,New Property,,11111
2408,410,Ready to Move,4,Resale,,12745
2409,1200,Ready to Move,32,New Property,,19444
2410,628,Ready to Move,4,Resale,,
2411,800,Ready to Move,7,Resale,,4150
2412,410,Ready to Move,18,Resale,,3520
2413,950,Ready to Move,18,Resale,,19615
2414,708,Ready to Move,35,Resale,,8985
2415,,Ready to Move,17,Resale,,6353
2416,,Ready to Move,5,Resale,,3750
2417,,Ready to Move,25,Resale,,6767
2418,450,Ready to Move,5,Resale,,4909
2419,,Ready to Move,7,Resale,,6364
2420,645,Ready to Move,7,Resale,,7680
2421,417,Ready to Move,20,New Property,,17467
2422,550,Ready to Move,7,Resale,,7018
2423,,Ready to Move,9,Resale,,5818
2424,,Ready to Move,5,Resale,,9444
2425,,Ready to Move,4,Resale,,6923
2426,686,Ready to Move,7,New Property,,9203
2427,600,Ready to Move,7,Resale,,20786
2428,400,Ready to Move,7,Resale,,8984
2429,700,Ready to Move,19,New Property,,6842
2430,517,Ready to Move,20,Resale,,9310
2431,400,Ready to Move,7,Resale,,10101
2432,700,Ready to Move,7,Resale,,3273
2433,639,Ready to Move,15,Resale,,12143
2434,650,Ready to Move,29,Resale,,10000
2435,650,Ready to Move,7,Resale,1910,9946
2436,600,Ready to Move,16,New Property,2013,21267
2437,710,Ready to Move,7,Resale,2011,10476
2438,740,Ready to Move,12,Resale,2000,23243
2439,710,Ready to Move,20,Resale,2010,21765
2440,2100,Ready to Move,26,Resale,2010,11667
2441,738,Ready to Move,29,Resale,2014,11282
2442,750,Ready to Move,13,Resale,2016,17222
2443,471,Under Construction,47,New Property,2014,16773
2444,1456,Ready to Move,23,Resale,2010,17500
2445,957,Under Construction,36,New Property,2010,15070
2446,690,Ready to Move,23,Resale,2010,15385
2447,449,Ready to Move,8,Resale,2005,6038
2448,440,Ready to Move,20,New Property,2010,10508
2449,650,Ready to Move,20,Resale,2010,15238
2450,670,Ready to Move,6,Resale,,13665
2451,450,Ready to Move,7,Resale,,20909
2452,,Ready to Move,5,Resale,,4478
2453,,Ready to Move,7,Resale,,5870
2454,,Ready to Move,4,Resale,,8000
2455,230,Ready to Move,5,Resale,,5758
2456,1000,Ready to Move,5,Resale,,9091
2457,750,Ready to Move,7,New Property,,4904
2458,180,Ready to Move,1,Resale,,9091
2459,625,Ready to Move,7,Resale,,8286
2460,850,Ready to Move,12,Resale,,16667
2461,661,Ready to Move,7,Resale,,5116
2462,690,Ready to Move,23,Resale,,13333
2463,,Ready to Move,7,Resale,,7000
2464,,Ready to Move,5,Resale,,5600
2465,400,Ready to Move,4,Resale,,
2466,435,Ready to Move,4,Resale,,
2467,550,Ready to Move,7,Resale,,5818
2468,,Ready to Move,5,Resale,,4500
2469,,Ready to Move,28,Resale,,18182
2470,497,Ready to Move,7,Resale,,15296
2471,750,Ready to Move,7,Resale,,8876
2472,,Ready to Move,3,Resale,,12000
2473,,Ready to Move,12,Resale,,7571
2474,,Ready to Move,4,Resale,,10278
2475,,Ready to Move,4,Resale,,8021
2476,200,Ready to Move,3,Resale,,13333
2477,480,Ready to Move,4,Resale,,2911
2478,,Ready to Move,4,Resale,,4756
2479,760,Ready to Move,4,Resale,,4483
2480,460,Ready to Move,4,Resale,,
2481,,Ready to Move,12,Resale,,15294
2482,735,Ready to Move,19,Resale,,13158
2483,,Ready to Move,7,Resale,,10324
2484,,Ready to Move,4,Resale,,2963
2485,580,Ready to Move,7,Resale,,7000
2486,,Ready to Move,8,Resale,,5882
2487,460,Ready to Move,2,Resale,,10882
2488,434,Ready to Move,7,Resale,,7258
2489,389,Ready to Move,14,Resale,,
2490,,Ready to Move,21,Resale,,5882
2491,676,Ready to Move,7,Resale,,14634
2492,,Ready to Move,29,Resale,,5908
2493,,Ready to Move,4,Resale,,5556
2494,,Ready to Move,4,Resale,,9781
2495,,,7,New Property,,6316
2496,,Ready to Move,14,Resale,,4464
2497,425,Ready to Move,7,Resale,,9333
2498,483,Ready to Move,29,Resale,,9286
2499,,Ready to Move,8,Resale,,4521
2500,686,Ready to Move,8,Resale,,5941
2501,185,Ready to Move,7,Resale,,19474
2502,,Ready to Move,7,Resale,,7368
2503,,Ready to Move,29,Resale,,17083
2504,,Ready to Move,7,Resale,,8000
2505,465,Ready to Move,19,Resale,,7209
2506,1350,Ready to Move,31,Resale,,19744
2507,,Ready to Move,4,Resale,,8421
2508,520,Ready to Move,7,Resale,,4810
2509,,Ready to Move,3,Resale,,2531
2510,621,Ready to Move,19,Resale,,14500
2511,,Ready to Move,5,Resale,,6667
2512,1266,Ready to Move,8,Resale,,
2513,848,Ready to Move,20,Resale,,8094
2514,,Ready to Move,4,Resale,,3737
2515,375,Ready to Move,4,Resale,,6731
2516,300,Ready to Move,3,Resale,,2791
2517,640,Ready to Move,7,Resale,,11519
2518,470,Ready to Move,4,New Property,,5319
2519,,Ready to Move,25,Resale,,18359
2520,780,Ready to Move,6,New Property,,14706
2521,,Ready to Move,37,Resale,,17524
2522,483,Ready to Move,28,Resale,,23764
2523,,Ready to Move,5,Resale,,3193
2524,,Ready to Move,7,Resale,,3285
2525,376,Ready to Move,4,Resale,,4362
2526,450,Ready to Move,15,Resale,,6923
2527,,Ready to Move,7,Resale,,8259
2528,640,Ready to Move,7,Resale,,10222
2529,,Ready to Move,27,Resale,,14000
2530,,Ready to Move,14,Resale,,9346
2531,600,Ready to Move,7,Resale,,13631
2532,398,Ready to Move,7,Resale,,9589
2533,,Ready to Move,3,Resale,,3491
2534,,Ready to Move,28,Resale,,17333
2535,743,Ready to Move,26,Resale,,8860
2536,610,Ready to Move,4,Resale,,5125
2537,671,Ready to Move,30,Resale,,21429
2538,,Ready to Move,22,Resale,,7984
2539,,Ready to Move,4,Resale,,3125
2540,767,Ready to Move,4,Resale,,
2541,,Ready to Move,7,Resale,,6909
2542,600,Ready to Move,17,Resale,,
2543,,Ready to Move,4,Resale,,2086
2544,,Ready to Move,4,Resale,,7761
2545,437,Ready to Move,7,Resale,,4786
2546,,Ready to Move,4,Resale,,8088
2547,650,Ready to Move,7,Resale,,12270
2548,464,Ready to Move,1,Resale,,3231
2549,,Ready to Move,16,Resale,,12157
2550,425,Ready to Move,25,Resale,,9903
2551,450,Ready to Move,8,Resale,,6923
2552,,Ready to Move,5,Resale,,5540
2553,600,Ready to Move,4,Resale,,10833
2554,950,Ready to Move,18,Resale,,5243
2555,415,Ready to Move,7,Resale,,8235
2556,,Ready to Move,16,Resale,,17082
2557,450,Ready to Move,22,Resale,,8400
2558,,Ready to Move,4,Resale,,6648
2559,445,Ready to Move,14,Resale,,12167
2560,,Ready to Move,7,Resale,,15238
2561,1100,Ready to Move,6,Resale,,13793
2562,,Ready to Move,3,Resale,,5000
2563,550,Ready to Move,3,Resale,,9077
2564,250,Ready to Move,3,Resale,,10390
2565,560,Ready to Move,28,Resale,,11494
2566,,Ready to Move,24,Resale,,19874
2567,,Ready to Move,10,Resale,,8986
2568,,Ready to Move,4,Resale,,4861
2569,385,Ready to Move,2,Resale,,4000
2570,364,Ready to Move,7,Resale,,14889
2571,800,Ready to Move,7,Resale,,8750
2572,,Ready to Move,16,Resale,,8348
2573,,Ready to Move,7,Resale,,10101
2574,455,Ready to Move,7,Resale,,5500
2575,480,Ready to Move,4,Resale,,7377
2576,,Ready to Move,15,Resale,,9476
2577,,Ready to Move,8,Resale,,6727
2578,674,Ready to Move,15,New Property,,14737
2579,450,Ready to Move,7,Resale,,6154
2580,,Ready to Move,4,Resale,,13500
2581,,Ready to Move,3,Resale,,7229
2582,400,Ready to Move,7,Resale,,
2583,,Ready to Move,16,Resale,,17474
2584,525,Ready to Move,28,Resale,,14634
2585,,Ready to Move,7,Resale,,5577
2586,,Ready to Move,7,Resale,,8042
2587,,Ready to Move,7,Resale,,10359
2588,,Ready to Move,4,Resale,,10357
2589,,Ready to Move,12,Resale,,9211
2590,,Ready to Move,8,Resale,,6116
2591,490,Ready to Move,20,Resale,,18367
2592,,Ready to Move,35,Resale,,15060
2593,,Ready to Move,7,Resale,,5750
2594,350,Ready to Move,3,Resale,,8500
2595,700,Ready to Move,20,Resale,,12766
2596,430,Ready to Move,7,Resale,,15748
2597,,Ready to Move,4,Resale,,2737
2598,438,Ready to Move,7,Resale,,5000
2599,653,Ready to Move,18,Resale,,5556
2600,550,Ready to Move,7,Resale,,4267
2601,,Ready to Move,7,Resale,,3934
2602,,Ready to Move,3,Resale,,3553
2603,725,Ready to Move,7,Resale,,10000
2604,,Ready to Move,6,Resale,,4237
2605,398,Ready to Move,4,Resale,,4146
2606,,,28,Resale,,7261
2607,,Ready to Move,3,Resale,,2989
